# Created by M.D. Woods -- 2024-12-16 10:59:06.672958 -- HUBBLE RESID STD: 0.15386591113547454
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 3.2), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': 0.1357883809058704 +/- 0.003029208660312389
# Avg. 'x1': -0.4341674752261811 +/- 0.03491554498789551
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err, peak_mag, peak_mag_err, cov00, cov01, cov02, cov03, cov10, cov11, cov12, cov13, cov20, cov21, cov22, cov23, cov30, cov31, cov32, cov33
2008fu, 45.61875, -24.455972, 0.052, 0.051480777959967784, 54737.84, 54817.67, CSP, 54733.023895737715, 0.133335441158124, 0.0014158512979229579, 1.9649096656627425e-05, -1.4848124707815775, 0.03508803066529176, -0.06175814570861979, 0.007321395526805759, 37.07431885801441, 0.027053152099430426, 10.667201822306131, 0.0020460918125516864, 18.537, 0.11499999999999999, 0.017778362083836045, -2.2278784590344677e-06, -0.0012435185713072653, 0.0006443958919012498, -2.2278784590344677e-06, 3.8608699942148713e-10, -1.0653389936258357e-07, -1.2777013659576293e-07, -0.0012435185713072653, -1.0653389936258357e-07, 0.0012311920616612934, 4.091555047564823e-05, 0.0006443958919012498, -1.2777013659576293e-07, 4.091555047564823e-05, 5.360283245993138e-05
2007bd, 127.888667, -1.199444, 0.0309, 0.0321001350680277, 54197.53, 54259.46, CSP, 54207.312665153826, 0.013277033107442548, 0.0037062259366070654, 1.0149957751614059e-05, -0.8724423566434059, 0.01674189836189527, -0.0001426322039080324, 0.002274431483768033, 35.939611635961015, 0.007832064257550574, 10.638096124340995, 0.001086444267768327, 16.98721052631579, 0.036842105263157905, 0.00017627961051729104, -1.893597930717336e-08, 6.471606292429656e-05, 4.812537988277605e-07, -1.893597930717336e-08, 1.0302164235955031e-10, -1.1371669944879734e-07, -1.7433131920452718e-08, 6.471606292429656e-05, -1.1371669944879734e-07, 0.00028029224116935073, 1.1846944220640165e-05, 4.812537988277605e-07, -1.7433131920452718e-08, 1.1846944220640165e-05, 5.1730385743552564e-06
2006is, 79.393208, -23.781722, 0.031, 0.03226331170771942, 54008.9, 54125.67, CSP, 54008.38332199158, 0.05828725748506258, 0.005258487288326693, 1.5665913690406595e-05, 1.85290241757045, 0.019603675101876328, -0.021989004542867632, 0.001846642896415545, 36.041869232403705, 0.0070527802211278615, 8.029056816690083, 0.023538324305404885, 16.902, 0.03283333333333333, 0.0033974049320523955, -6.878319778588374e-07, -0.0007055953276753702, 6.344645647279187e-05, -6.878319778588374e-07, 2.4542085175526876e-10, 3.642828790778682e-08, -2.3858915466844523e-08, -0.0007055953276753702, 3.642828790778682e-08, 0.0003843063601960401, -8.184636762346295e-06, 6.344645647279187e-05, -2.3858915466844523e-08, -8.184636762346295e-06, 3.410089986881993e-06
2008C, 104.298042, 20.437139, 0.0166, 0.016903903224004785, 54469.81, 54552.5, CSP, 54467.39380422134, 0.11750586591733736, 0.006943618589042854, 4.4726751753701795e-05, -0.5051782490342127, 0.04406299581348749, 0.2582715990363634, 0.003430480633106142, 34.544093719885524, 0.014102041067540374, 10.028240434860418, 0.0010325410340992131, 16.182466666666667, 0.021000000000000005, 0.013807640974481226, -4.220866079576723e-06, -0.0038601363745962985, 0.00014181836772607414, -4.220866079576723e-06, 2.0004823224372663e-09, 7.426688422308483e-07, -1.1549271796054633e-07, -0.0038601363745962985, 7.426688422308483e-07, 0.0019415983819827533, -8.000971587402776e-06, 0.00014181836772607414, -1.1549271796054633e-07, -8.000971587402776e-06, 1.1768197374116315e-05
2005ag, 224.181875, 9.328472, 0.0797, 0.08049898772468446, 53412.82, 53480.84, CSP, 53415.233951667506, 0.07461939239146886, 0.0006217687063419616, 1.5699479080655632e-06, 0.4001187116880345, 0.03503871805980274, 0.044427992107235664, 0.0023133964926462768, 37.93975059593704, 0.009153208179894715, 10.925112928401077, 0.0019752075735155416, 18.698860465116283, 0.017488372093023254, 0.005568055822163694, -6.753217275901435e-08, -0.0016307434275839641, 4.190441066954301e-05, -6.753217275901435e-08, 2.464736434039438e-12, 2.9242481696081435e-09, -2.1278466812244808e-09, -0.0016307434275839641, 2.9242481696081435e-09, 0.0012277319903499216, -9.572761316600246e-06, 4.190441066954301e-05, -2.1278466812244808e-09, -9.572761316600246e-06, 5.3518033321880955e-06
2009ad, 75.889083, 6.659917, 0.0284, 0.02808883630064752, 54878.6, 54921.53, CSP, 54887.03088426212, 0.013783656315354165, 0.004005362701688821, 7.209385895260923e-06, 0.3182183698484853, 0.015618920455776064, 0.12458936008038544, 0.0015315498506221022, 35.66580649426828, 0.00550999190201232, 10.572115334741166, 0.0016543456909347244, 16.9271, 0.02542, 0.00018998918550412814, 6.421157150548934e-09, 2.6190717524362386e-05, -3.939297683394487e-08, 6.421157150548934e-09, 5.1975244986787133e-11, -6.314646868058747e-08, -8.644973032040117e-09, 2.6190717524362386e-05, -6.314646868058747e-08, 0.00024395147292758792, 6.927303219274577e-06, -3.939297683394487e-08, -8.644973032040117e-09, 6.927303219274577e-06, 2.3456449449405835e-06
2006et, 10.690917, -23.558444, 0.0226, 0.020974594549934094, 53982.63, 54099.54, CSP, 53994.771842485214, 0.01463519631215604, 0.006368181125014025, 1.1743837899456837e-05, 0.8050686178296218, 0.014320133388475154, 0.2188642599535547, 0.0014402115169677087, 34.95592148588831, 0.005218162499399527, 10.743674520559422, 0.0005834478835465598, 16.275299999999998, 0.016400000000000005, 0.00021418897306293183, -1.736532403626639e-08, -1.8591127792641407e-05, 1.1931228645055647e-06, -1.736532403626639e-08, 1.3791772860871876e-10, -1.0029208486692261e-07, -1.3690425182293991e-08, -1.8591127792641407e-05, -1.0029208486692261e-07, 0.00020506679588484547, 6.970885010867388e-06, 1.1931228645055647e-06, -1.3690425182293991e-08, 6.970885010867388e-06, 2.0742092136064284e-06
2009P, 170.161583, -3.546194, 0.0251, 0.026209683706048342, 54867.74, 54931.61, CSP, 54868.15002554321, 0.07947990483808098, 0.0023157684940024992, 9.304036655811874e-06, 1.5765815904899372, 0.03830605515720842, 0.405393494851611, 0.002896009508669621, 35.61640651602559, 0.011307360820547086, 9.7634902954309, 0.001489549641911028, 17.184, 0.017642857142857148, 0.006317058339398183, -3.7080388408972484e-07, -0.0018695736535940212, -5.321206692366933e-06, -3.7080388408972484e-07, 8.656509809269101e-11, -3.056448292332242e-08, -1.937144432254872e-08, -0.0018695736535940212, -3.056448292332242e-08, 0.0014673857406099437, 3.605925557949669e-05, -5.321206692366933e-06, -1.937144432254872e-08, 3.605925557949669e-05, 8.386871074304859e-06
2004ef, 340.54175, 19.994556, 0.031, 0.02954612859608288, 53255.69, 53329.57, CSP, 53264.702593496906, 0.005622467626380967, 0.0025382304700257755, 2.4349297372649442e-06, -1.378715243645352, 0.006320067240154215, 0.1635136745352338, 0.0008214736585531132, 35.78545818444365, 0.0028306391899113404, 11.171477203958151, 0.0011960801888627102, 17.256610169491527, 0.011864406779661017, 3.161214227318542e-05, 1.2493092749351408e-09, 6.478849509840862e-07, -1.7434192335467194e-07, 1.2493092749351408e-09, 5.9288828254171306e-12, -7.931518437223481e-09, -1.4826918869094017e-09, 6.478849509840862e-07, -7.931518437223481e-09, 3.9943272943501934e-05, 8.139281921865726e-07, -1.7434192335467194e-07, -1.4826918869094017e-09, 8.139281921865726e-07, 6.748189716966367e-07
2006os, 43.754583, 16.009667, 0.0328, 0.031377006641074116, 54063.65, 54133.56, CSP, 54065.44824762262, 0.08897485984562081, 0.0009242149760503849, 4.087674950153632e-06, -0.6884202363139452, 0.03780466872455368, 0.5117019159942947, 0.0034052281174991586, 35.95036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484, 17.872333333333334, 0.02859259259259259, 0.007916530257683109, -1.3902250896698004e-07, -0.002416937961809928, 1.2887118484030017e-05, -1.3902250896698004e-07, 1.67090864981135e-11, 7.530535818023218e-10, -1.1389371191108337e-08, -0.002416937961809928, 7.530535818023218e-10, 0.0014292207390627376, 1.8030613532710024e-05, 1.2887118484030017e-05, -1.1389371191108337e-08, 1.8030613532710024e-05, 1.1595578532206863e-05
2005iq, 359.635417, -18.709167, 0.034, 0.032251788271707396, 53682.55, 53755.55, CSP, 53688.291131820486, 0.01735514897518442, 0.0030647961229886248, 6.5636451364096755e-06, -0.988204059600164, 0.0209028627230487, -0.030355715297711344, 0.0018784078502519532, 36.21826083650192, 0.00685336228104359, 10.473486783488507, 0.0010851817442867103, 17.245134615384618, 0.035519230769230775, 0.00030120120189954045, 1.3778610761985643e-08, -0.00015008914515869288, -3.969748181733731e-06, 1.3778610761985643e-08, 4.308143747671439e-11, -8.676541815763327e-08, -9.316294556662598e-09, -0.00015008914515869288, -8.676541815763327e-08, 0.0004369323189493802, 1.3907650495541668e-05, -3.969748181733731e-06, -9.316294556662598e-09, 1.3907650495541668e-05, 3.528416051888164e-06
2005hc, 29.19975, -0.213722, 0.0459, 0.04394137948007002, 53661.67, 53755.61, CSP, 53668.09381488675, 0.03499765312881209, 0.0018011031193853127, 3.135057270851709e-06, 0.9502020949555734, 0.023717314937538037, 0.04772652333294314, 0.0016970084527174042, 36.859309435013316, 0.006504884948255402, 10.515068680685955, 0.001628408532041829, 17.79508695652174, 0.03210869565217391, 0.0012248358043673963, -7.558510916276883e-09, -0.0003998051570813379, -1.8019435963519478e-07, -7.558510916276883e-09, 9.828584091520166e-12, -3.099205130409487e-08, -3.6956879145165328e-09, -0.0003998051570813379, -3.099205130409487e-08, 0.000562515404892945, 7.691119574971017e-06, -1.8019435963519478e-07, -3.6956879145165328e-09, 7.691119574971017e-06, 2.879837688594318e-06
2006hx, 18.488792, 0.371667, 0.0455, 0.043686906535194706, 54012.66, 54080.59, CSP, 54022.41361864875, 0.04342410370736616, 0.0014915784625368792, 1.3821844157946251e-05, -0.10299785832549646, 0.053888038896548474, 0.1784911623090342, 0.006952411850954627, 36.513222404512845, 0.02446316237130065, 10.307434104151445, 0.0019476582498743804, nan, nan, 0.001885653024313572, -1.5396743606994519e-07, 0.0002351594933843395, 4.633416986881509e-05, -1.5396743606994519e-07, 1.9104337592655293e-10, -5.892055740868696e-07, -7.558743796840611e-08, 0.0002351594933843395, -5.892055740868696e-07, 0.0029040332275616803, 0.000175577944532144, 4.633416986881509e-05, -7.558743796840611e-08, 0.000175577944532144, 4.8336030545294354e-05
2008O, 104.393583, -45.812306, 0.0389, 0.03982266988336256, 54489.71, 54571.48, CSP, 54490.90932122734, 0.07280426233046455, 0.00070134451397497, 3.2880223010530954e-06, -2.062757243169963, 0.039893436584077735, 0.43677485255746834, 0.0036811967748271077, 36.26298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917, 18.377454545454547, 0.03212121212121211, 0.005300462383150304, -1.4820923651504885e-07, -0.001315951728448545, 4.781723830918782e-05, -1.4820923651504885e-07, 1.0811090652222493e-11, 6.772792493767233e-09, -8.62172921171175e-09, -0.001315951728448545, 6.772792493767233e-09, 0.0015915269819053736, 4.120995200525943e-06, 4.781723830918782e-05, -8.62172921171175e-09, 4.120995200525943e-06, 1.3551209694997499e-05
2006py, 340.425208, -0.136917, 0.0579, 0.056012583196732316, 54069.54, 54091.54, CSP, 54071.50702938561, 0.1359576828253921, 0.000987159978266479, 6.133246669450245e-06, -0.08259860264677454, 0.11683936627551489, 0.10637831924283216, 0.005714559817401614, 37.17938617307643, 0.02559435627542199, 9.823198012980697, 0.0067542707073111165, 18.246777777777776, 0.026833333333333334, 0.018484541917648836, -1.3472132122986085e-07, -0.012290980682006781, -0.00021428655344304942, -1.3472132122986085e-07, 3.7616714708322525e-11, -2.2675289288622762e-07, -2.5818954541386643e-08, -0.012290980682006781, -2.2675289288622762e-07, 0.013653923737548247, 0.00035347018705694935, -0.00021428655344304942, -2.5818954541386643e-08, 0.00035347018705694935, 3.2656193906661175e-05
2005be, 224.886333, 16.669889, 0.035, 0.0355986032816855, 53467.89, 53491.77, CSP, 53460.07149912188, 0.051235494000138715, 0.002902842152368429, 1.5731310822161956e-05, -1.7865189964713153, 0.01647625557002652, -0.01908143749724278, 0.0029945846803030012, 36.12146672509412, 0.010982279068583617, 10.545044668481573, 0.0010384127802137444, nan, nan, 0.002625076843125298, -6.615615446499108e-07, -0.000398028747893952, 9.516234298571292e-05, -6.615615446499108e-07, 2.4747414018346986e-10, -3.4972473756387527e-09, -4.2257359906487796e-08, -0.000398028747893952, -3.4972473756387527e-09, 0.00027146812400950793, 6.617381337993426e-06, 9.516234298571292e-05, -4.2257359906487796e-08, 6.617381337993426e-06, 8.967537407505428e-06
2006fw, 26.793083, -0.147, 0.0835, 0.08215156304994824, 54001.75, 54039.73, CSP, 54004.66542633904, 0.11560924811419682, 0.00037265859008988233, 2.2251512957149156e-06, -0.6598805472573088, 0.07555962346532302, 0.21544353667728747, 0.005744955249352662, 37.82373869564629, 0.02165109465159967, 9.861783859275818, 0.011990873422482031, 19.228333333333335, 0.020916666666666667, 0.013365516632774148, -5.3590699659862317e-08, -0.004245167271437617, 3.1928489286341325e-05, -5.3590699659862317e-08, 4.951298288821768e-12, -5.3335925776984105e-08, -8.880756889170456e-09, -0.004245167271437617, -5.3335925776984105e-08, 0.005709699065276325, 6.720079735883314e-05, 3.1928489286341325e-05, -8.880756889170456e-09, 6.720079735883314e-05, 3.300451081706471e-05
2007jg, 52.46175, 0.056833, 0.0371, 0.035639792744478135, 54363.82, 54425.78, CSP, 54366.8411449651, 0.04762657695391681, 0.0014914282438214948, 3.738644261243603e-06, -0.34328154251953735, 0.033859087802729226, 0.135339298355409, 0.0024642584365726873, 36.60516090675818, 0.009389958452766817, 8.983217199440995, 0.01518488169616929, 17.761333333333333, 0.014933333333333335, 0.002268291224653226, 3.5365348138768135e-08, -0.0012507659360032656, -3.791358436339781e-05, 3.5365348138768135e-08, 1.3977460912129724e-11, -6.608235336990182e-08, -7.030458888545993e-09, -0.0012507659360032656, -6.608235336990182e-08, 0.0011464554345232887, 3.706703564925742e-05, -3.791358436339781e-05, -7.030458888545993e-09, 3.706703564925742e-05, 6.072569642219665e-06
2006ef, 31.081292, -8.728389, 0.0179, 0.016221363049564445, 53979.9, 54040.71, CSP, 53969.92944691729, 0.04050432354779332, 0.0107782927778978, 5.0011116061381635e-05, -1.3896538105012435, 0.013916937671513141, -0.017298436417545745, 0.0022898234869106826, 34.75255736639614, 0.008745046252934222, 10.419862861063349, 0.00045399600933094614, nan, nan, 0.0016406004665001982, -1.387092385374315e-06, -3.921905369464537e-05, 3.152970811040241e-05, -1.387092385374315e-06, 2.501111729704984e-09, -3.44558406035072e-07, -8.927583668383769e-08, -3.921905369464537e-05, -3.44558406035072e-07, 0.00019368169619016974, 1.0506117777747655e-05, 3.152970811040241e-05, -8.927583668383769e-08, 1.0506117777747655e-05, 5.243291601207797e-06
2007nq, 14.389875, -1.388611, 0.045, 0.04258458084208732, 54397.65, 54476.56, CSP, 54398.608729301915, 0.05002279344626004, 0.0017138172829212876, 7.420193761010514e-06, -1.8424354695392042, 0.020570240222219094, 0.03840549249623123, 0.002883513574017621, 36.51374771016662, 0.010287878231088858, 11.25062156153491, 0.0008671398747487263, 17.807280000000002, 0.039080000000000004, 0.0025022802610819915, -2.469265516289264e-07, -0.0004946450326481547, 5.0775378736630824e-05, -2.469265516289264e-07, 5.5059275450939356e-11, -1.4201807974839477e-08, -1.6970908733381207e-08, -0.0004946450326481547, -1.4201807974839477e-08, 0.00042313754514398147, 7.004185129302028e-06, 5.0775378736630824e-05, -1.6970908733381207e-08, 7.004185129302028e-06, 8.314650531543874e-06
2008bq, 100.260458, -38.038611, 0.034, 0.035317653145700935, 54562.49, 54606.46, CSP, 54563.973680566254, 0.0386315265459416, 0.0025646536672157545, 5.105164201167224e-06, 0.450897432173345, 0.020103358024526896, 0.17803217027438092, 0.0014895195503429515, 36.010879624830324, 0.005816726067143778, 11.946576632579085, 0.16059414092674737, 17.28546153846154, 0.01819230769230769, 0.0014923950642413994, -1.0104348971480107e-07, -0.0004605434311843913, 2.896626311890349e-07, -1.0104348971480107e-07, 2.606270152087938e-11, -9.91080496193025e-09, -5.032830142380756e-09, -0.0004605434311843913, -9.91080496193025e-09, 0.0004041471995127936, 6.325138819289817e-06, 2.896626311890349e-07, -5.032830142380756e-09, 6.325138819289817e-06, 2.2186684908538684e-06
2004gc, 80.458125, 6.676028, 0.0321, 0.031225952035492954, 53329.83, 53397.66, CSP, 53325.85677489027, 0.07625315199402394, 0.001717487878085365, 8.898513389366435e-06, -0.6231062431549461, 0.01849940895385649, 0.34042837784756336, 0.0025097890507495635, 35.797953977509096, 0.00977719662804667, 12.062701043577428, 0.013400455258840153, 17.4727, 0.012599999999999997, 0.005814545748018071, -5.824190391438295e-07, -0.0008012083247396898, 0.00010413415411859444, -5.824190391438295e-07, 7.918354054073372e-11, 3.3421617911509605e-08, -1.838083332301918e-08, -0.0008012083247396898, 3.3421617911509605e-08, 0.000342229717890009, -1.2971546773372515e-06, 0.00010413415411859444, -1.838083332301918e-08, -1.2971546773372515e-06, 6.299041079262396e-06
2008bz, 189.740583, 11.1295, 0.0603, 0.061705666074794226, 54580.72, 54651.52, CSP, 54579.49012033681, 0.11133129574955092, 0.0010617212797625287, 5.6536743669984555e-06, -0.23735031352402014, 0.05156205319143653, -0.058080752717532005, 0.0032921190848631725, 37.56673974043155, 0.013853115088560035, 10.467466688012156, 0.002526258061862814, 18.284444444444443, 0.016333333333333335, 0.012394668019638927, -5.079425956038994e-07, -0.004413118920430805, 0.0001163542165363033, -5.079425956038994e-07, 3.196403384805539e-11, 1.0549540843117526e-07, -1.2012073101508536e-08, -0.004413118920430805, 1.0549540843117526e-07, 0.002658739792805517, -5.542342979354867e-06, 0.0001163542165363033, -1.2012073101508536e-08, -5.542342979354867e-06, 1.0838048068920333e-05
2007bc, 169.810708, 20.809028, 0.0208, 0.022560118838024914, 54196.65, 54259.53, CSP, 54200.86063444116, 0.03219643153715879, 0.00715176664011293, 1.4154029215680987e-05, -1.0544776059555305, 0.014406729535364704, 0.08357331202194364, 0.0017697352590514074, 34.94858311864529, 0.006106467735187609, 9.927081146965973, 0.000229581880906585, 16.244771428571426, 0.018428571428571426, 0.0010366102871059886, -1.0284489622210268e-07, -0.00022270373282082994, -3.0411087254007747e-06, -1.0284489622210268e-07, 2.0033654303835094e-10, -3.923387132701078e-08, -1.8567640322082947e-08, -0.00022270373282082994, -3.923387132701078e-08, 0.00020755445702515317, 8.265272941205478e-07, -3.0411087254007747e-06, -1.8567640322082947e-08, 8.265272941205478e-07, 3.1319628871297523e-06
2008fr, 17.95475, 14.640833, 0.0397, 0.03811642342093458, 54738.78, 54807.57, CSP, 54737.64501747291, 1.1302072380203754e-06, 0.0022573487872835298, 7.513342088529322e-06, 0.03863280693542359, 0.019601926174160345, 0.054960893196030314, 0.002449788632975973, 36.45313068790084, 0.00868039197360854, 8.327633544884216, 0.02003794312800088, 17.905615384615388, 0.04, 1.277368078992689e-12, -1.5165700151322539e-16, -1.8704900408740086e-13, 2.1779008681198833e-14, -1.5165700151322539e-16, 5.645030933926616e-11, -1.0091822000535463e-07, -1.520444966448712e-08, -1.8704900408740086e-13, -1.0091822000535463e-07, 0.0003842374783632423, 1.9965239788546688e-05, 2.1779008681198833e-14, -1.520444966448712e-08, 1.9965239788546688e-05, 6.001464346258286e-06
