# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 1513
# Avg. 'c': -0.008497671095836087 +/- 0.037995761070720425
# Avg. 'x1': -0.08243076693919366 +/- 0.2914902035029742
# Avg. 'x0': 0.008616161355039656 +/- 0.00036897059947937867
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
2013gh, 330.591003, -18.916780, 0.00881, 0.00775, nan, nan, PanPlus, 32.8773, 0.2594, 4.20938e-02, 0.00134708, -8.97708e-01, 0.31154, 56528.152, 0.164, 0.12957, 0.0345999, 0.02, nan, 9.71043, 0.002
2007af, 215.587616, -0.393780, 0.00578, 0.00661, nan, nan, PanPlus, 32.0755, 0.3057, 0.12311, 0.00363157, -4.59958e-01, 0.0411576, 54174.477, 0.043, 2.79088e-02, 0.0264757, 0.63, nan, 9.43300, 0.041
2011by, 178.939621, 55.325562, 0.00400, 0.00456, nan, nan, PanPlus, 32.1660, 0.4169, 0.16693, 0.0038474, -2.25137e-01, 0.051155, 55690.992, 0.044, -1.05671e-01, 0.0259901, 2.53, nan, 10.31600, 0.003
iPTF13ebh, 35.499920, 33.270470, 0.01316, 0.01238, nan, nan, PanPlus, 33.9027, 0.2235, 1.92549e-02, 0.000909456, -2.30113e+00, 0.12768, 56622.961, 0.096, 7.56951e-03, 0.0322768, 6.38, nan, 11.54240, 0.001
2014bv, 186.129074, 75.535721, 0.00563, 0.00578, nan, nan, PanPlus, 32.5250, 0.306, 5.97389e-02, 0.00219208, -2.35956e+00, 0.14708, 56838.609, 0.328, 5.69941e-02, 0.0324836, 0.29, nan, 10.49620, 0.001
2005cf, 230.384216, -7.413190, 0.00690, 0.00748, nan, nan, PanPlus, 32.3224, 0.2787, 0.10782, 0.0060719, -3.41455e-01, 0.11588, 53534.156, 0.085, -1.97273e-03, 0.0313156, 0.89, nan, 9.00200, 0.002
2013gy, 55.570332, -4.721810, 0.01402, 0.01357, nan, nan, PanPlus, 33.8421, 0.1907, 2.92850e-02, 0.00112863, -9.25237e-01, 0.10018, 56648.598, 0.093, -6.06863e-02, 0.0302913, 0.04, nan, 10.46380, 0.003
2010gp, 253.239120, 2.387890, 0.02431, 0.02440, nan, nan, PanPlus, 34.6290, 0.1629, 7.44025e-03, 0.000356756, -4.38546e-01, 0.21826, 55406.230, 0.277, 0.20036, 0.035622, 7.66, nan, 9.22547, 0.006
2011B, 133.952087, 78.217422, 0.00465, 0.00471, nan, nan, PanPlus, 31.8630, 0.3515, 0.18583, 0.00526525, -1.03544e+00, 0.088783, 55583.316, 0.078, -7.96452e-02, 0.0280255, 0.04, nan, 11.08000, 0.003
2011fs, 334.331329, 35.580559, 0.02110, 0.02002, nan, nan, PanPlus, 34.6034, 0.1835, 1.77800e-02, 0.00121216, 0.25738, 0.65527, 55833.277, 0.439, -7.38596e-02, 0.0413058, 1.83, nan, 10.87700, 0.013
2014eg, 41.288620, -55.738029, 0.01880, 0.01851, nan, nan, PanPlus, 34.4038, 0.1852, 1.35374e-02, 0.000446949, 1.11180, 0.44501, 56991.281, 0.373, 0.13386, 0.0366892, 0.24, nan, 9.53482, 0.0
2008Q, 21.238461, 9.550420, 0.00802, 0.00698, nan, nan, PanPlus, 32.5581, 0.285, 9.54720e-02, 0.00457158, -1.62117e+00, 0.13104, 54505.855, 0.088, -1.13952e-01, 0.0298542, 0.03, nan, 10.55300, 0.0
2009jb, 260.924713, 30.497280, 0.02338, 0.02324, nan, nan, PanPlus, 34.9237, 0.1753, 9.70880e-03, 0.000350679, -5.25690e-02, 0.4089, 55075.555, 0.389, 1.79965e-02, 0.036321, 0.05, nan, 7.79338, 0.03
iPTF13dge, 75.896164, 1.571500, 0.01586, 0.01581, nan, nan, PanPlus, 34.3473, 0.1737, 2.04304e-02, 0.00104764, -2.77123e-01, 0.11719, 56556.637, 0.103, -6.43247e-02, 0.0317259, 0.07, nan, 10.66970, 0.001
2007co, 275.765015, 29.897110, 0.02696, 0.02655, nan, nan, PanPlus, 35.1940, 0.1649, 5.58455e-03, 0.000352963, -5.45248e-01, 0.3033, 54265.176, 0.354, 0.10893, 0.0380341, 1.13, nan, 9.81719, 0.008
2014cd, 65.946617, -51.600811, 0.02061, 0.02057, nan, nan, PanPlus, 34.4468, 0.1845, 7.46960e-03, 0.000305388, -1.49364e-01, 0.30431, 56883.660, 0.039, 0.29453, 0.0437292, 2.47, nan, 10.71170, 0.0
2009cz, 138.750076, 29.735310, 0.02228, 0.02315, nan, nan, PanPlus, 34.9078, 0.1616, 1.09538e-02, 0.000325427, 0.58635, 0.21424, 54943.621, 0.161, 2.98175e-02, 0.0324805, 0.02, nan, 10.51590, 0.001
2008hv, 136.891922, 3.392250, 0.01255, 0.01360, nan, nan, PanPlus, 33.9574, 0.1875, 2.93401e-02, 0.000844949, -1.34706e+00, 0.10254, 54816.996, 0.09, -1.47867e-01, 0.0288905, 0.22, nan, 10.53790, 0.042
2011ay, 105.641922, 50.590279, 0.02054, 0.02080, nan, nan, PanPlus, 35.1737, 0.1951, 4.64925e-03, 0.000264853, -1.41026e+00, 0.45299, 55647.434, 0.6, 0.15214, 0.0464414, 2.08, nan, 10.96390, 0.001
2012ij, 175.065994, 17.456169, 0.01045, 0.01158, nan, nan, PanPlus, 34.0111, 0.2205, 1.00339e-02, 0.000344981, -2.37903e+00, 0.29728, 56302.133, 0.341, 0.21085, 0.0379997, 3.91, nan, 10.39580, 0.001
2011ao, 178.462616, 33.362862, 0.01074, 0.01167, nan, nan, PanPlus, 33.5032, 0.2022, 4.29161e-02, 0.00111277, 0.33794, 0.1091, 55639.828, 0.086, -3.04963e-02, 0.0291339, 0.31, nan, 7.12388, 0.01
PTF10icb, 193.705048, 58.881859, 0.00856, 0.00900, nan, nan, PanPlus, 33.6399, 0.2265, 3.69520e-02, 0.000971707, 0.34518, 0.24167, 55361.383, 0.278, -1.91997e-02, 0.0311688, 3.04, nan, 8.89030, 0.002
2013aa, 218.141174, -44.224388, 0.00284, 0.00351, nan, nan, PanPlus, 30.5665, 0.5323, 0.80890, 0.0698616, 0.34573, 0.10757, 56343.711, 0.03, -1.13491e-01, 0.0333056, 0.47, nan, 10.11600, 0.0
2010ih, 105.681793, -28.640329, 0.00729, 0.00787, nan, nan, PanPlus, 32.5071, 0.2994, 8.11406e-02, 0.00659283, -7.90020e-01, 0.64716, 55453.340, 1.679, 3.34577e-02, 0.0403293, 1.48, nan, 11.18370, 0.012
2013hn, 207.246536, -30.290689, 0.01507, 0.01597, nan, nan, PanPlus, 34.1487, 0.1861, 1.88982e-02, 0.000892256, -1.74207e+00, 0.15506, 56646.031, 0.465, -4.52925e-02, 0.0338883, -0.01, nan, 11.68490, 0.038
ASASSN-14fa, 43.096081, -31.821671, 0.02227, 0.02174, nan, nan, PanPlus, 35.0589, 0.1659, 9.38962e-03, 0.000301336, -1.94905e+00, 0.22349, 56879.285, 0.353, -1.47050e-01, 0.0352715, 0.60, nan, 9.74865, 0.0
2013cs, 198.811707, -17.965441, 0.00924, 0.01030, nan, nan, PanPlus, 32.4751, 0.2438, 7.59737e-02, 0.00409185, -2.24589e-01, 0.1366, 56436.910, 0.089, 8.32726e-02, 0.031695, 5.05, nan, 8.91300, 0.033
iPTF14bdn, 202.686996, 32.761780, 0.01558, 0.01635, nan, nan, PanPlus, 34.2030, 0.1792, 2.69895e-02, 0.000700597, 1.33797, 0.15991, 56822.508, 0.117, -5.08462e-02, 0.0296922, 0.03, nan, 7.76651, 0.036
2008bf, 181.012085, 20.245171, 0.02262, 0.02371, nan, nan, PanPlus, 35.1284, 0.1415, 1.24309e-02, 0.000322809, 0.38241, 0.0281848, 54555.605, 0.031, -1.24242e-01, 0.0216891, 0.12, nan, 10.37280, 0.16
2007jd, 44.972374, 1.160707, 0.07267, 0.07196, nan, nan, PanPlus, 37.6462, 0.123, 6.45198e-04, 2.75298e-05, -8.77050e-01, 0.0663535, 54362.191, 0.007, 6.97483e-02, 0.0258952, 0.57, nan, 9.75914, 0.11
2006hx, 18.488775, 0.371669, 0.04539, 0.04429, nan, nan, PanPlus, 36.5046, 0.128, 2.27453e-03, 6.14623e-05, -1.24760e-01, 0.0736795, 54022.551, 0.054, 3.70328e-02, 0.0245992, 0.01, nan, 10.10860, 0.13
2008gp, 50.753040, 1.361890, 0.03302, 0.03244, nan, nan, PanPlus, 35.7232, 0.1341, 6.66881e-03, 0.000416843, -1.43967e-01, 0.0255181, 54779.758, 0.03, -1.25058e-01, 0.0255117, 0.93, nan, 10.46960, 0.04
2006D, 193.141418, -9.775220, 0.00787, 0.00900, nan, nan, PanPlus, 32.9309, 0.2374, 5.09411e-02, 0.00163076, -1.59521e+00, 0.0305145, 53758.066, 0.049, -2.44374e-04, 0.0241116, 0.06, nan, 9.44100, 0.18
2004gc, 80.458122, 6.676030, 0.03192, 0.03196, nan, nan, PanPlus, 35.4911, 0.1367, 4.63396e-03, 0.000465522, -6.82324e-01, 0.037444, 53326.961, 0.14, 8.74372e-02, 0.0316478, 5.13, nan, 10.67990, 0.12
2005hj, 21.701672, -1.238135, 0.05739, 0.05631, nan, nan, PanPlus, 37.0046, 0.1252, 1.84216e-03, 5.03127e-05, 1.63582, 0.10268, 53674.852, 0.166, -4.05091e-04, 0.02411, -0.08, nan, 9.22407, 0.13
2009al, 162.841965, 8.578530, 0.02207, 0.02328, nan, nan, PanPlus, 35.0213, 0.1452, 7.64022e-03, 0.000192181, -1.69484e-01, 0.053489, 54896.949, 0.14, 8.60053e-02, 0.0243637, -0.02, nan, 10.77060, 0.04
2007bd, 127.888672, -1.199440, 0.03044, 0.03141, nan, nan, PanPlus, 35.6399, 0.1349, 5.65848e-03, 0.000148838, -1.08545e+00, 0.0388296, 54207.320, 0.046, -7.45282e-02, 0.0230303, 0.08, nan, 10.43440, 0.16
2008hj, 1.007960, -11.168750, 0.03761, 0.03643, nan, nan, PanPlus, 35.9822, 0.1293, 4.52773e-03, 0.000119035, 0.18822, 0.0360948, 54802.383, 0.035, -4.96864e-02, 0.0217887, 0.33, nan, 9.94610, 0.39
2007bc, 169.810715, 20.809031, 0.02075, 0.02187, nan, nan, PanPlus, 34.7795, 0.148, 1.06872e-02, 0.000239326, -1.10733e+00, 0.0338763, 54200.844, 0.066, -1.00692e-02, 0.0219032, -0.02, nan, 10.57920, 0.05
2007ca, 202.774216, -15.101830, 0.01407, 0.01509, nan, nan, PanPlus, 34.3491, 0.1761, 1.01642e-02, 0.000407594, 0.55762, 0.0321255, 54228.191, 0.041, 0.23184, 0.0232166, 5.32, nan, 9.44451, 0.38
2009le, 32.321419, -23.412439, 0.01815, 0.01739, nan, nan, PanPlus, 34.3228, 0.1581, 1.66865e-02, 0.000360182, 0.89302, 0.1584, 55166.719, 0.142, 8.92507e-02, 0.0223588, 0.54, nan, 10.72330, 0.17
2007ai, 243.223923, -21.630190, 0.03176, 0.03212, nan, nan, PanPlus, 35.7839, 0.1457, 3.51210e-03, 0.000587225, 0.98431, 0.0946782, 54174.047, 0.171, 0.17781, 0.0475549, 0.03, nan, 10.74020, 0.12
2009aa, 170.926163, -22.270691, 0.02705, 0.02827, nan, nan, PanPlus, 35.3554, 0.1355, 7.04780e-03, 0.000181441, -7.84375e-01, 0.0277396, 54878.941, 0.028, -5.48524e-02, 0.0215642, 0.77, nan, 9.29935, 0.02
2008ar, 186.158005, 10.838170, 0.02617, 0.02732, nan, nan, PanPlus, 35.3268, 0.1352, 7.62978e-03, 0.000209806, -1.52519e-01, 0.0377114, 54535.336, 0.044, -3.74478e-02, 0.0222762, 2.33, nan, 9.98914, 0.05
2007ol, 24.348734, -0.311997, 0.05594, 0.05490, nan, nan, PanPlus, 37.0165, 0.1354, 1.42517e-03, 3.42542e-05, -2.18303e+00, 0.30023, 54413.250, 0.124, -1.03145e-01, 0.0271422, 0.12, nan, 9.99932, 0.05
2008hu, 122.311501, -18.653641, 0.04981, 0.05071, nan, nan, PanPlus, 36.7508, 0.1259, 1.66145e-03, 9.50343e-05, -1.71718e+00, 0.0572005, 54806.770, 0.133, -1.76501e-02, 0.0268486, -0.07, nan, 11.53120, 0.2
2005M, 144.384827, 23.200750, 0.02484, 0.02584, nan, nan, PanPlus, 35.1570, 0.1346, 9.61491e-03, 0.000202737, 1.26733, 0.029941, 53406.793, 0.033, 9.93835e-03, 0.0151989, 0.48, nan, 8.67964, 0.01
2007A, 6.319420, 12.886810, 0.01765, 0.01646, nan, nan, PanPlus, 34.4240, 0.1634, 1.19498e-02, 0.000517188, 0.56298, 0.10223, 54113.766, 0.068, 0.14502, 0.0240956, 0.75, nan, 8.35624, 0.01
2005el, 77.953003, 5.194280, 0.01484, 0.01483, nan, nan, PanPlus, 34.0260, 0.1734, 2.63319e-02, 0.00166023, -1.30257e+00, 0.0439454, 53647.289, 0.055, -1.43410e-01, 0.0282517, -0.01, nan, 8.06485, 0.04
2005W, 27.690620, 21.759890, 0.00913, 0.00819, nan, nan, PanPlus, 32.8719, 0.2561, 4.90241e-02, 0.00206508, -4.31726e-01, 0.0544955, 53412.746, 0.032, 0.11657, 0.0229537, 0.15, nan, 10.82000, 0.13
2005bg, 184.321579, 16.371559, 0.02303, 0.02414, nan, nan, PanPlus, 35.0528, 0.1407, 1.04497e-02, 0.000270224, 0.37643, 0.0600987, 53470.379, 0.126, -3.28691e-02, 0.0220424, 0.31, nan, 9.73321, 0.01
2008C, 104.298042, 20.437140, 0.01662, 0.01709, nan, nan, PanPlus, 34.3076, 0.1612, 1.24163e-02, 0.000602188, -7.23618e-01, 0.073122, 54467.953, 0.164, 0.11843, 0.025165, 0.11, nan, 10.03220, 0.0
2006ef, 31.081289, -8.728390, 0.01781, 0.01694, nan, nan, PanPlus, 34.3825, 0.1641, 1.47743e-02, 0.000461968, -1.48013e+00, 0.0666692, 53970.711, 0.218, -3.45742e-02, 0.0265521, -0.02, nan, 7.84890, 0.48
2004eo, 308.225800, 9.928530, 0.01517, 0.01420, nan, nan, PanPlus, 33.9037, 0.1735, 2.21929e-02, 0.00127788, -1.23578e+00, 0.0208104, 53278.922, 0.025, -6.78327e-03, 0.0245134, 0.28, nan, 9.18868, 0.13
2005al, 207.501373, -30.576170, 0.01538, 0.01629, nan, nan, PanPlus, 34.0624, 0.1663, 2.56994e-02, 0.000701751, -1.25871e+00, 0.0290555, 53431.121, 0.086, -1.20037e-01, 0.0110091, -0.01, nan, 10.25990, 0.01
2007le, 354.701721, -6.522580, 0.00672, 0.00552, nan, nan, PanPlus, 32.2556, 0.3098, 6.60791e-02, 0.0017091, 0.24019, 0.0271256, 54399.875, 0.034, 0.23874, 0.0208017, 0.04, nan, 9.02452, 0.02
2006hb, 75.505333, -21.131969, 0.01496, 0.01497, nan, nan, PanPlus, 34.0663, 0.1733, 1.65765e-02, 0.000562431, -2.14940e+00, 0.0724799, 54001.336, 0.193, 1.42228e-02, 0.027408, -0.01, nan, 10.33300, 0.47
2005ku, 344.927521, -0.013730, 0.04525, 0.04397, nan, nan, PanPlus, 36.3724, 0.1295, 2.13735e-03, 7.36127e-05, -1.79115e-01, 0.14633, 53699.469, 0.223, 8.76054e-02, 0.0243281, 0.27, nan, 9.64568, 0.61
2008cf, 211.885666, -26.551830, 0.04603, 0.04692, nan, nan, PanPlus, 36.4979, 0.1262, 3.50563e-03, 0.000138613, 1.31473, 0.0743559, 54594.863, 0.209, -8.75382e-02, 0.0246256, 0.29, nan, 8.91208, 0.34
2009ad, 75.889076, 6.659920, 0.02840, 0.02834, nan, nan, PanPlus, 35.3873, 0.1371, 7.89685e-03, 0.000467878, 0.17152, 0.0322402, 54887.105, 0.032, -3.69397e-02, 0.0251571, 0.40, nan, 10.48710, 0.04
2008hv, 136.891922, 3.392250, 0.01255, 0.01360, nan, nan, PanPlus, 33.8257, 0.1785, 2.95447e-02, 0.000766438, -1.25109e+00, 0.0337645, 54817.520, 0.034, -8.06069e-02, 0.0227395, 0.04, nan, 10.53790, 0.19
2008gl, 20.228420, 4.805310, 0.03354, 0.03246, nan, nan, PanPlus, 35.6937, 0.1325, 4.38041e-03, 0.000105646, -1.38276e+00, 0.0355668, 54768.691, 0.059, -2.50006e-03, 0.0222641, 0.46, nan, 11.13110, 0.02
2006ob, 27.950600, 0.263312, 0.05860, 0.05760, nan, nan, PanPlus, 37.0548, 0.1271, 1.19967e-03, 3.1281e-05, -2.15642e+00, 0.10276, 54063.809, 0.12, -1.87404e-02, 0.0257373, -0.09, nan, 11.03020, 0.18
2007nq, 14.389870, -1.388610, 0.04389, 0.04275, nan, nan, PanPlus, 36.2753, 0.1273, 2.52919e-03, 6.78527e-05, -1.90021e+00, 0.0486324, 54398.938, 0.106, -2.17338e-02, 0.0234159, 0.83, nan, 11.11650, 0.16
2005ki, 160.117584, 9.202330, 0.01946, 0.02066, nan, nan, PanPlus, 34.6186, 0.1505, 1.38085e-02, 0.000353843, -1.46647e+00, 0.0311434, 53705.770, 0.055, -8.06869e-02, 0.0228144, 0.30, nan, 11.06050, 0.01
2006lu, 138.823456, -25.600080, 0.05340, 0.05449, nan, nan, PanPlus, 36.9192, 0.124, 2.26085e-03, 0.000135154, 0.24834, 0.0440026, 54036.355, 0.023, -1.03994e-01, 0.0263649, 0.20, nan, 10.06680, 0.14
2005kc, 338.530579, 5.568420, 0.01509, 0.01386, nan, nan, PanPlus, 34.0071, 0.1764, 1.41338e-02, 0.000994649, -7.50125e-01, 0.0373334, 53698.270, 0.032, 0.17218, 0.026996, 0.06, nan, 10.65410, 0.01
2006et, 10.690920, -23.558439, 0.02240, 0.02140, nan, nan, PanPlus, 34.7952, 0.1454, 9.43692e-03, 0.000204874, 0.74405, 0.0333602, 53994.715, 0.038, 0.13290, 0.0213026, 0.35, nan, 10.14640, 0.1
2005be, 224.886337, 16.669889, 0.03356, 0.03417, nan, nan, PanPlus, 35.8538, 0.1359, 4.38188e-03, 0.000160284, -1.85041e+00, 0.0591335, 53460.176, 0.233, -9.97396e-02, 0.026293, 0.05, nan, 10.49790, 0.12
2007ba, 229.177628, 7.396610, 0.03805, 0.03863, nan, nan, PanPlus, 35.7802, 0.1305, 1.79006e-03, 5.0573e-05, -2.26543e+00, 0.063555, 54197.594, 0.074, 0.27201, 0.0243234, 10.95, nan, 11.10770, 0.0
2005lu, 39.015461, -17.263889, 0.03219, 0.03148, nan, nan, PanPlus, 35.9547, 0.1363, 2.97479e-03, 0.000102003, 1.00139, 0.0996211, 53711.980, 0.396, 0.16469, 0.0250718, 2.77, nan, 9.94556, 0.12
2006ev, 322.746918, 13.989220, 0.02873, 0.02759, nan, nan, PanPlus, 35.6865, 0.1383, 3.44679e-03, 0.00018392, -1.32965e+00, 0.0744247, 53989.980, 0.264, 9.36496e-02, 0.0267317, 2.63, nan, 11.30170, 0.12
2008bz, 189.740585, 11.129500, 0.06015, 0.06130, nan, nan, PanPlus, 37.2339, 0.1194, 1.53580e-03, 3.55827e-05, -4.69439e-01, 0.058303, 54579.805, 0.01, -1.09046e-01, 0.0226983, 0.25, nan, 10.35620, 0.0
2005bo, 192.420959, -11.096470, 0.01390, 0.01503, nan, nan, PanPlus, 33.8786, 0.1753, 1.26327e-02, 0.000400518, -1.12248e+00, 0.12114, 53479.277, 0.155, 0.22175, 0.0232478, 0.40, nan, 7.89478, 0.01
2008bi, 128.972458, 0.706420, 0.01346, 0.01442, nan, nan, PanPlus, 34.5577, 0.1877, 6.49570e-03, 0.000361863, -2.54110e+00, 0.1034, 54537.258, 0.278, 0.17738, 0.0396479, 8.43, nan, 10.07660, 0.57
2008fr, 17.954750, 14.640830, 0.03900, 0.03790, nan, nan, PanPlus, 36.1643, 0.1297, 4.26416e-03, 0.000139985, 0.31804, 0.0486364, 54734.637, 0.204, -9.31112e-02, 0.0234976, 0.00, nan, 8.07746, 0.35
2005na, 105.402580, 14.133250, 0.02664, 0.02717, nan, nan, PanPlus, 35.1467, 0.1371, 9.83919e-03, 0.000422671, -4.37141e-01, 0.031174, 53741.191, 0.06, -9.82257e-02, 0.0226706, 2.20, nan, 8.83614, 0.04
2004ef, 340.541748, 19.994560, 0.03101, 0.02978, nan, nan, PanPlus, 35.5076, 0.1336, 4.17775e-03, 0.000139705, -1.41747e+00, 0.0227794, 53264.719, 0.026, 7.94121e-02, 0.0219621, 0.49, nan, 10.32550, 0.02
2005iq, 359.635406, -18.709169, 0.03404, 0.03292, nan, nan, PanPlus, 35.9311, 0.1329, 4.53293e-03, 0.00010038, -1.15666e+00, 0.0434751, 53688.285, 0.045, -1.01908e-01, 0.0220831, 0.36, nan, 10.49000, 0.17
2009Y, 220.599365, -17.246780, 0.00876, 0.00952, nan, nan, PanPlus, 32.7579, 0.229, 5.72425e-02, 0.00311684, 0.26071, 0.0280968, 54877.211, 0.032, 0.13521, 0.0233583, 2.37, nan, 10.95100, 0.26
2004ey, 327.282532, 0.444220, 0.01583, 0.01467, nan, nan, PanPlus, 34.0200, 0.1696, 3.46986e-02, 0.00226646, 9.26896e-02, 0.0183717, 53305.047, 0.022, -1.69071e-01, 0.0227475, 0.18, nan, 8.06607, 0.43
2005am, 139.051956, -16.304440, 0.00790, 0.00898, nan, nan, PanPlus, 32.4220, 0.2342, 8.01404e-02, 0.00279756, -1.87749e+00, 0.0315043, 53436.688, 0.105, 7.41953e-03, 0.0244259, 6.79, nan, 11.31170, 0.16
2004gs, 129.596573, 17.627720, 0.02740, 0.02829, nan, nan, PanPlus, 35.6023, 0.1362, 3.16933e-03, 8.08975e-05, -1.88974e+00, 0.0319929, 53356.520, 0.059, 0.12539, 0.0228648, 0.54, nan, 10.73010, 0.01
2009ds, 177.267120, -9.729140, 0.01909, 0.02033, nan, nan, PanPlus, 34.5255, 0.1511, 1.44695e-02, 0.000412047, 1.25637, 0.12377, 54962.152, 0.085, 9.04502e-02, 0.0229205, 1.48, nan, 10.92640, 0.49
2006ej, 9.749040, -9.015720, 0.02038, 0.01926, nan, nan, PanPlus, 34.6283, 0.1533, 1.18508e-02, 0.000357938, -1.51786e+00, 0.0463201, 53976.609, 0.213, -1.90717e-02, 0.0263432, 0.45, nan, 10.19490, 0.16
2006bt, 239.127213, 20.046000, 0.03208, 0.03241, nan, nan, PanPlus, 35.7592, 0.1338, 3.87486e-03, 0.000126348, 0.22579, 0.039605, 53859.074, 0.007, 0.11079, 0.0227715, 0.72, nan, 10.89880, 0.04
2007hj, 345.449554, 15.586500, 0.01411, 0.01288, nan, nan, PanPlus, 33.9886, 0.1858, 1.35211e-02, 0.000678699, -2.06682e+00, 0.0361701, 54349.414, 0.09, 0.12379, 0.025757, 0.77, nan, 10.83480, 0.13
2008fu, 45.618752, -24.455971, 0.05202, 0.05146, nan, nan, PanPlus, 36.7772, 0.1263, 1.99908e-03, 7.45702e-05, -1.60807e+00, 0.0705673, 54733.258, 0.29, -1.17091e-01, 0.0277268, -0.09, nan, 10.40540, 0.04
2006ax, 171.014420, -12.291440, 0.01650, 0.01774, nan, nan, PanPlus, 34.3888, 0.1579, 2.28158e-02, 0.000717289, 0.15975, 0.0235981, 53828.012, 0.023, -1.04931e-01, 0.021044, -0.02, nan, 10.99700, 0.02
2005mc, 126.776497, 21.646000, 0.02515, 0.02597, nan, nan, PanPlus, 35.2608, 0.1407, 3.52569e-03, 0.000124032, -1.92419e+00, 0.0504796, 53731.629, 0.201, 0.20231, 0.02518, -0.02, nan, 10.57770, 0.05
2006py, 340.425201, -0.136905, 0.05787, 0.05658, nan, nan, PanPlus, 36.9657, 0.125, 1.60131e-03, 5.78013e-05, 0.19254, 0.19771, 54071.379, 0.204, 1.10252e-02, 0.0242947, -0.06, nan, 9.57313, 0.01
2008gg, 21.346001, -18.172440, 0.03202, 0.03107, nan, nan, PanPlus, 35.5821, 0.1334, 5.69092e-03, 0.000140907, 0.85062, 0.053166, 54750.184, 0.187, 5.79433e-02, 0.0222804, 0.52, nan, 10.93340, 0.48
2009D, 58.595119, -19.181721, 0.02510, 0.02476, nan, nan, PanPlus, 35.0794, 0.1402, 1.20329e-02, 0.000389844, 0.65027, 0.0268317, 54841.902, 0.039, -6.83317e-02, 0.0211791, 0.03, nan, 10.19710, 0.13
2007af, 215.587616, -0.393780, 0.00578, 0.00661, nan, nan, PanPlus, 32.1101, 0.3009, 0.13283, 0.00371476, -5.59524e-01, 0.0259526, 54175.031, 0.03, -1.90999e-02, 0.0208788, 0.47, nan, 9.43300, 0.3
2007jh, 54.006401, 1.103365, 0.04074, 0.04023, nan, nan, PanPlus, 36.5204, 0.1333, 1.07464e-03, 6.04814e-05, -1.96500e+00, 0.0987996, 54365.777, 0.024, 0.22135, 0.0279802, 1.53, nan, 10.84000, 0.16
2008go, 332.686798, -20.788111, 0.06227, 0.06116, nan, nan, PanPlus, 37.0214, 0.1259, 1.39814e-03, 3.72844e-05, -7.67240e-01, 0.24644, 54766.547, 0.149, 7.73275e-03, 0.0231602, 1.50, nan, 10.75390, 0.16
2006gt, 14.072080, -1.629440, 0.04480, 0.04366, nan, nan, PanPlus, 36.6140, 0.1285, 1.22260e-03, 3.39286e-05, -2.07331e+00, 0.0722119, 54003.219, 0.116, 0.11518, 0.0239466, 1.25, nan, 9.98853, 0.13
2005eq, 47.205460, -7.033250, 0.02892, 0.02830, nan, nan, PanPlus, 35.5837, 0.1373, 6.89305e-03, 0.000294019, 1.43643, 0.0536414, 53655.281, 0.096, 1.15003e-02, 0.0238313, 0.91, nan, 10.36970, 0.14
2009ab, 64.151619, 2.764170, 0.01217, 0.01187, nan, nan, PanPlus, 33.5808, 0.2064, 3.08953e-02, 0.0033523, -1.00950e+00, 0.046732, 54883.871, 0.041, -6.15038e-03, 0.0334039, 0.27, nan, 9.32360, 0.03
2008R, 45.973751, -11.994280, 0.01320, 0.01259, nan, nan, PanPlus, 33.8386, 0.1921, 1.86923e-02, 0.000802043, -2.23987e+00, 0.0500125, 54494.527, 0.085, 4.43598e-02, 0.0256105, 0.51, nan, 11.04660, 0.24
2006ot, 33.770168, -20.766171, 0.05310, 0.05232, nan, nan, PanPlus, 36.8863, 0.1247, 1.45908e-03, 3.18284e-05, 0.84183, 0.0610609, 54064.191, 0.035, 0.12189, 0.022749, 0.51, nan, 11.37360, 0.17
2009ag, 107.920036, -26.685080, 0.00869, 0.00931, nan, nan, PanPlus, 33.1980, 0.2204, 4.66612e-02, 0.00499051, -1.95967e-01, 0.0303394, 54890.133, 0.059, 3.41136e-02, 0.029879, 0.16, nan, 10.12340, 0.64
2006kf, 55.460331, 8.156940, 0.02004, 0.01955, nan, nan, PanPlus, 34.7792, 0.1611, 9.81388e-03, 0.00120664, -2.07315e+00, 0.0561379, 54041.734, 0.072, -3.28622e-02, 0.0378652, 1.33, nan, 11.01650, 0.02
2009dc, 237.800507, 25.707781, 0.02147, 0.02179, nan, nan, PanPlus, 34.3090, 0.1516, 2.22491e-02, 0.000918321, 2.22304, 0.10905, 54948.391, 0.139, 3.24487e-02, 0.025657, 10.37, nan, 10.42140, 0.05
2006eq, 322.154694, 1.228107, 0.04941, 0.04825, nan, nan, PanPlus, 36.7054, 0.1309, 1.20634e-03, 4.34629e-05, -2.07029e+00, 0.0674691, 53974.715, 0.009, 8.93413e-02, 0.0284964, 0.39, nan, 9.88138, 0.05
2007ux, 152.333252, 14.992440, 0.03070, 0.03183, nan, nan, PanPlus, 35.8949, 0.1328, 2.76831e-03, 8.67342e-05, -1.94833e+00, 0.0542844, 54465.242, 0.171, 7.31075e-02, 0.0235629, 0.35, nan, 10.09480, 0.01
